agent UR ENE MaxMin Punish Nemesis
UR	55.13637352565856	58.59279738788725	54.02298919636403	41.62862344210907	0.0
EpsNE	64.30770858641714	75.73924924080514	67.39163609034097	46.89918526865718	0.0
MaxMin	67.86031654645886	65.57305681825495	63.00741555957585	51.85818262747317	0.0
Punish	58.797366968364635	55.78815839786851	58.934287185630964	40.901396563263965	0.0
Rob:0.0	69.77836228870024	66.94019945787407	63.54153608691155	51.309857853733966	0.0
Rob:0.1	63.89497085684375	68.59317038512418	66.02752912644507	49.18966124231695	0.0
Rob:0.2	61.923134358612025	68.09162813921643	64.74522187616097	48.68811899640919	0.0
Adv:0.0	69.77836228870024	66.94019945787407	63.54153608691155	51.309857853733966	0.0
Adv:0.1	66.94999762260636	74.52973105459293	71.13106768363039	48.317812826432245	0.0
Adv:0.2	66.94999762260636	74.52973105459293	71.13106768363039	48.317812826432245	0.0
Alph:0.1:0.5	61.986513336743485	65.77456485477731	57.202367852720066	50.0826882108654	0.0
