agent UR ENE MaxMin Punish Nemesis
UR	55.13637352565856	57.858651444953736	56.915321459254116	43.48377659346499	0.0
EpsNE	61.63328973462533	68.51030922057012	65.51822666394403	44.28561231290658	0.0
MaxMin	67.4862685357064	69.20068045939765	67.74728924497528	56.378814577889706	0.0
Punish	60.00738040952321	62.55241099338067	64.44606569713235	50.10666209832649	0.0
Rob:0.0	68.03770675775122	69.27221361140828	68.19172497521964	56.82325030813409	0.0
Rob:0.1	62.639065505600605	64.20878140930948	67.62080930126551	45.15876683596141	0.0
Rob:0.2	60.82356816545937	61.432449332804495	64.84447722476052	43.29087281122486	0.0
Adv:0.0	68.03770675775122	69.27221361140828	68.19172497521964	56.82325030813409	0.0
Adv:0.1	65.95881527906309	69.74514235104145	73.02201839039182	50.645318137193044	0.0
Adv:0.2	64.15337411824007	65.61208827250404	68.88896431185442	46.51226405865564	0.0
Alph:0.1:0.5	60.8875714513603	63.10340252371583	60.216252941190895	48.618841939111405	0.0
