agent UR ENE MaxMin Punish Nemesis
UR	55.13637352565856	56.01675401645001	57.945004328052846	40.749484353404306	38.43920636783613
EpsNE	67.07269940892654	72.43929597536203	74.36998516914248	52.62688122997425	40.67656755137202
MaxMin	70.33653571609675	69.2851020670202	71.38911881190919	53.175610295308694	47.60346933288402
Punish	63.951759767239295	61.83728163018104	69.15441276899966	44.91614609264896	35.46668294095339
Rob:0.0	72.04676336658426	68.0411127977822	72.31069324891322	50.36647738267653	44.99586721336847
Rob:0.1	59.19537995471791	67.46667366562676	66.29326029547543	60.01561423807275	38.561857800671575
Rob:0.2	58.62412301910975	67.61691670699126	66.75460344974454	60.476957392341866	37.044209720212834
Adv:0.1	66.62630563102569	73.34674859909137	76.88736593149093	53.534333853703615	42.867941738819766
Alph:0.1:0.0	59.19537995471791	67.46667366562676	66.29326029547543	60.01561423807275	38.561857800671575
Alph:0.1:0.5	62.4730103898195	63.439805034795555	64.62340701591968	51.92429439604258	48.214841830237944
Alph:0.1:1.0	65.75064082492108	59.41293640396433	62.9535537363639	43.83297455401239	36.138503911892265
