agent UR ENE MaxMin Punish Nemesis
UR	55.13637352565856	55.561142784043774	58.15595674648813	40.75876687042986	0.0
EpsNE	66.80842157133517	72.22269693593526	74.47948940081568	49.970429668418696	0.0
MaxMin	69.72292897854777	68.39172826123772	70.82184827722668	50.80858785352719	0.0
Punish	60.747293956367834	61.47388709266905	66.05548758403944	40.39187355012486	0.0
Rob:0.0	72.03791592647428	66.97618928295319	71.57187300518417	48.29691994881098	0.0
Rob:0.1	62.566146023275415	66.47690899120512	70.99432859499198	56.71917881536869	0.0
Rob:0.2	59.9251700892529	67.82975903391505	67.29354904776828	57.17364258634755	0.0
Adv:0.1	66.96564815102249	73.07588326045888	75.81710338935243	50.82361599294232	0.0
Alph:0.1:0.0	62.566146023275415	66.47690899120512	70.99432859499198	56.71917881536869	0.0
Alph:0.1:0.5	63.81444788414236	66.29354646400245	65.91955078145492	53.41786711874473	0.0
Alph:0.1:1.0	65.0627497450093	66.11018393679976	60.84477296791782	50.11655542212075	0.0
