agent UR ENE MaxMin Punish Nemesis
UR	55.13637352565856	55.86641207175332	54.02298919636403	41.144242527190116	0.0
EpsNE	63.978790033735166	62.777474080756534	65.38659921263736	43.04822691238793	0.0
MaxMin	67.86031654645886	66.79764936291022	63.00741555957585	54.45642317875932	0.0
Punish	57.355508362758165	51.678031922690685	57.933757194409154	42.99591696346399	0.0
Rob:0.0	68.71826353072751	66.85526631549115	63.065032512156776	54.51404013134025	0.0
Rob:0.1	67.85776561035188	68.58165584075289	67.18784653441813	48.87319711531368	0.0
Rob:0.2	61.976890638032295	63.91010898681734	67.04396058451351	44.839895185553836	0.0
Adv:0.1	67.09043772429725	71.5168045321665	67.3038773342928	47.08886302838081	0.0
Alph:0.1:0.0	67.85776561035188	68.58165584075289	67.18784653441813	48.87319711531368	0.0
Alph:0.1:0.5	62.38473064631097	62.314985701398555	59.00141223964037	47.95952722898927	0.0
Alph:0.1:1.0	56.911695682270064	56.04831556204421	50.814977944862626	47.04585734266487	0.0
